FIPS,insurance,cancer,UrbanIntense,NoInternet,UNEMP,singleparent,LimEnglish,Housing_T,NDVI,VacantH,asthma,X,Y
48049,25.2,6.3,0.002,0.251,0.2455,0.4518,0.7631,0.6931,0.114706186,0.253,9.2,-98.99979418,31.77426242
48051,26.3,6.1,0.001,0.284,0.6032,0.2385,0.8192,0.4709,0.068289855,0.259,9.4,-96.62145674,30.49247539
48053,23.7,6.3,0.002,0.215,0.3299,0.5234,0.8039,0.4479,0.108,0.246,8.9,-98.18244717,30.78829705
48055,34.5,5.8,0.002,0.287,0.0949,0.7905,0.9255,0.9631,0.162280769,0.088,9,-97.61999835,29.8371164
48057,32.7,5.7,0.005,0.209,0.7583,0.8682,0.9328,0.5603,0.095703333,0.362,8.5,-96.61507367,28.43910927
48059,22.2,6.4,0,0.31,0.1611,0.0735,0.4187,0.1035,0.122806818,0.202,9.4,-99.37348808,32.2976557
48061,45.4,5.2,0.018,0.341,0.6831,0.9764,0.9949,0.8596,0.131365979,0.176,8.9,-97.45296801,26.15134127
48063,27.5,6.1,0.002,0.323,0.6207,0.8383,0.8819,0.6291,0.444375,0.184,9.8,-94.97847696,32.97322474
48065,18.3,6.4,0.001,0.204,0.0646,0.5053,0.3582,0.0083,0.357103614,0.195,8.8,-101.354183,35.40350787
48067,23.4,6.3,0.002,0.338,0.7583,0.3961,0.297,0.6819,0.173491954,0.189,10.2,-94.34359278,33.07753599
48069,37.5,5.6,0.001,0.258,0.0525,0.6065,0.9866,0.6415,0.235365657,0.202,8.7,-102.2616699,34.52995823
48071,23.9,6.2,0.011,0.174,0.6032,0.4518,0.8895,0.3317,0.072716418,0.115,9.1,-94.67137695,29.70826099
48073,28.2,6.2,0.002,0.262,0.4876,0.7905,0.9287,0.9217,0.15029434,0.154,9.9,-95.16518314,31.83695465
48075,30.4,6.1,0.001,0.248,0.9576,0.49,0.774,0.6737,0.277397222,0.196,9,-100.2075749,34.52920146
48077,21,6.4,0.001,0.249,0.7232,0.1102,0.6905,0.1092,0.355748598,0.224,9.2,-98.2085033,33.78553104
48079,40.2,5.7,0,0.352,0.6545,0.4518,0.9828,0.3598,0.083021918,0.265,9.6,-102.8284356,33.60414244
48081,25.6,6.3,0,0.259,0.1484,0.4126,0.7966,0.4072,0.268269663,0.398,9.3,-100.5299108,31.88853099
48083,25.8,6.2,0,0.238,0.1611,0.2792,0.7491,0.1063,0.099925781,0.374,9.6,-99.45363765,31.77320687
48085,16.8,6,0.052,0.066,0.2334,0.3792,0.8895,0.1713,0.361202326,0.058,7.9,-96.57240407,33.18792724
48087,30.2,6.2,0,0.257,0.8729,0.8752,0.9303,0.5947,0.414222222,0.272,9.6,-100.2700659,34.96488392
48089,28.6,6.1,0.001,0.294,0.1822,0.4518,0.9109,0.7428,0.075359574,0.294,9.2,-96.52627535,29.62082093
48091,21.7,6.1,0.012,0.105,0.2054,0.2792,0.7631,0.3324,0.133081132,0.124,8.4,-98.27824554,29.80818013
48093,27.5,6.2,0.001,0.312,0.1245,0.2537,0.9026,0.5848,0.153902198,0.282,9.1,-98.5582573,31.94797811
48095,41.5,5.7,0,0.279,0.0194,0.0328,0.9943,0.4957,0.132021875,0.471,8,-99.86396233,31.32649674
48097,23.2,6.3,0.003,0.193,0.4166,0.6065,0.8895,0.5925,0.415534831,0.09,9.3,-97.21262613,33.63920035
48099,24.5,6.2,0.003,0.137,0.9054,0.7771,0.6718,0.6734,0.046809709,0.157,9.8,-97.79920429,31.39091144
48101,30.8,6.2,0,0.307,0.8675,0.9319,0.631,0.2111,0.13465,0.357,10.4,-100.2787438,34.07764816
48103,34.6,5.7,0,0.26,0.0236,0.3247,0.9742,0.4559,0.091868831,0.147,8.4,-102.5155685,31.42849744
48105,34.9,5.5,0,0.223,0,0.9723,0.8555,0.3855,0.0061925,0.236,8.3,-101.4121477,30.72298309
48107,36.9,5.8,0,0.297,0.7726,0.9405,0.8274,0.3502,0.184724444,0.295,9.3,-101.2999585,33.61462503
48109,44.3,5.4,0,0.425,0.6697,0.8548,0.9612,0.8844,0.106557183,0.314,9.5,-104.51737,31.44707375
48111,32.5,5.9,0,0.243,0.2334,0.5053,0.9946,0.2652,0.390328395,0.181,9.1,-102.6021856,36.27788789
48113,28.8,5.7,0.148,0.184,0.449,0.8918,0.9838,0.7081,0.16935625,0.082,9.2,-96.77787707,32.76663002
48115,39.4,5.7,0,0.265,0.5006,0.7316,0.9026,0.8752,0.109411236,0.167,9.3,-101.9476844,32.7425261
48117,38.9,5.6,0.001,0.221,0.3487,0.9137,0.9774,0.6062,0.184964815,0.129,8.7,-102.6049268,34.96601904
48119,23.1,6.4,0.001,0.257,0.4691,0.3123,0.227,0.2942,0.311735714,0.186,9.9,-95.67227082,33.38629274
48121,19,6.1,0.039,0.072,0.2745,0.49,0.8685,0.3114,0.264927174,0.055,8.4,-97.11700552,33.20525123
48123,30.9,6,0.002,0.297,0.6376,0.6972,0.7326,0.7685,0.42058427,0.23,9.1,-97.35677845,29.08208129
48125,30.9,6.1,0,0.223,0.9882,0.3613,0.5492,0.7373,0.087055556,0.389,9,-100.7788607,33.61661211
48127,46.6,5.2,0.001,0.401,0.9924,0.9497,0.9612,0.9316,0.107910317,0.249,9.1,-99.75672613,28.422536
48129,22.2,6.4,0,0.355,0.0573,0.2537,0.4642,0.5186,0.409491919,0.4,9.5,-100.8139916,34.9654176
48131,45.8,5.1,0,0.402,0.9516,0.9873,0.9328,0.8978,0.041306707,0.372,8.6,-98.50890606,27.68133299
48133,25.8,6.3,0.001,0.322,0.449,0.0306,0.844,0.8322,0.174605882,0.371,9.8,-98.83232225,32.32707307
48135,34.4,5.7,0.007,0.152,0.6968,0.8873,0.9599,0.7224,0.100907778,0.099,8.6,-102.5427492,31.86917252
48137,35.7,5.7,0,0.434,0.2611,0.0092,0.8647,0.1812,0.007411927,0.594,8.7,-100.3047417,29.98263294
48139,24.5,6,0.01,0.113,0.1946,0.5775,0.908,0.3617,0.056151042,0.07,9.1,-96.79448469,32.34842954
48141,36.8,5.2,0.035,0.213,0.6831,0.9357,0.9917,0.859,0.10910396,0.094,8.2,-106.2348179,31.76862684
48143,23.2,6.4,0.002,0.184,0.1717,0.2665,0.8192,0.9573,0.187812264,0.222,9.3,-98.21796671,32.23625867
48145,30.5,6.1,0.001,0.347,0.6207,0.3613,0.7848,0.9987,0.073215789,0.323,10.6,-96.93584709,31.25327166
48147,23.7,6.3,0.002,0.258,0.3634,0.2216,0.7848,0.7281,0.487771277,0.15,9.4,-96.10682768,33.5938098
48149,26.1,6.2,0.001,0.334,0.0331,0.1022,0.7631,0.5861,0.100872727,0.351,9.2,-96.91976172,29.87678679
48151,26.1,6.1,0,0.286,0.6545,0.0544,0.844,0.0592,0.256580899,0.256,9,-100.4021681,32.74282022
48153,36.2,5.8,0,0.254,0.6545,0.7316,0.922,0.2833,0.216965556,0.218,9.1,-101.3032345,34.07242455
48155,25.9,6.3,0,0.235,0.9389,0.0242,0.7966,0.1051,0.089008571,0.374,9.7,-99.77798488,33.97461509
48157,20.6,5.5,0.036,0.065,0.4691,0.5053,0.9255,0.2248,0.007389535,0.051,7.7,-95.7708886,29.52749267
48159,21.4,6.4,0.002,0.172,0.7895,0.2665,0.8112,0.1964,0.119282759,0.349,9,-95.2184194,33.17554868
48161,26.5,6.2,0.004,0.292,0.5006,0.433,0.8555,0.7294,0.080532955,0.271,9.8,-96.14909229,31.70489407
48163,44.2,5.2,0.001,0.382,0.6697,0.9911,0.9825,0.9885,0.372082407,0.223,8.3,-99.10826678,28.86781759
48165,34.4,5.9,0.001,0.211,0.3838,0.5597,0.9799,0.4171,0.147666013,0.109,9.6,-102.6351741,32.7407277
48167,24.2,6.1,0.048,0.137,0.6376,0.6065,0.873,0.6788,0.093186667,0.174,9.3,-94.86267174,29.37996694
48169,38.8,5.8,0,0.208,0.1484,0.6399,0.9971,0.6781,0.120935556,0.248,8.7,-101.2984241,33.17987571
48171,23,6.3,0.001,0.203,0.2924,0.0939,0.915,0.461,0.123066327,0.181,8.6,-98.94648001,30.3180548
48173,28.8,6,0.001,0.206,0,0.0306,0.9927,0.0774,0.097318182,0.242,8.9,-101.5208022,31.86946271
48175,27.5,6,0,0.287,0.5481,0.2665,0.6087,0.4597,0.069371605,0.288,8.9,-97.42649226,28.65709521
48177,35.3,5.8,0.001,0.262,0.2924,0.7198,0.9669,0.8762,0.169029245,0.19,9.2,-97.49252375,29.45673333
48179,29.1,6.2,0.001,0.251,0.6032,0.3961,0.8774,0.8106,0.451103409,0.203,9.4,-100.812558,35.40116326
48181,22.1,6.4,0.007,0.201,0.4876,0.653,0.8039,0.6383,0.490051042,0.135,9.6,-96.67772539,33.62680855
48183,25.2,6.2,0.033,0.208,0.3838,0.8548,0.8857,0.951,0.108458065,0.121,10,-94.81694779,32.48047061
48185,29.5,6.1,0.002,0.295,0.3634,0.7679,0.873,0.9147,0.087584416,0.215,9.7,-95.98550298,30.54347147
48187,25.5,6,0.008,0.139,0.2334,0.7905,0.8192,0.3989,0.132354545,0.069,8.6,-97.94858474,29.58305096
48189,35.5,5.7,0.002,0.213,0.6968,0.8462,0.9347,0.8628,0.161951,0.169,8.8,-101.8268813,34.07051251
48191,34.2,6.1,0,0.347,0.9516,0.8185,0.9516,0.3833,0.316758586,0.326,10.4,-100.6811286,34.53077914
48193,24.5,6.4,0,0.288,0.0194,0.3123,0.8593,0.5049,0.051712941,0.321,9.6,-98.11072585,31.70480305
48195,34.8,6,0,0.21,0.3487,0.8185,0.992,0.199,0.442815556,0.209,9.5,-101.3545392,36.27745447
48197,27.9,6.2,0,0.32,0.779,0.1573,0.922,0.2359,0.18705942,0.338,9.7,-99.74571674,34.29029388
48199,21.7,6.4,0.002,0.2,0.2455,0.3435,0.1477,0.277,0.018211111,0.163,9.6,-94.3902216,30.33237251
48201,29,5.6,0.151,0.157,0.6032,0.8873,0.9844,0.6014,0.023771006,0.09,8.6,-95.3923371,29.8572816
48203,24,6.2,0.007,0.316,0.5172,0.6234,0.7966,0.7179,0.240867778,0.185,10,-94.37148655,32.5481332
48205,26.1,6.1,0,0.19,0.0115,0.0611,0.9195,0.8927,0.3509,0.136,8.2,-102.6028628,35.84002595
48207,32.2,6.1,0,0.361,0.9389,0.8462,0.9516,0.8048,0.034921212,0.382,9.6,-99.73030001,33.17823129
48209,24,6.1,0.01,0.116,0.4691,0.3247,0.8774,0.7845,0.113343077,0.07,8.6,-98.03106326,30.05815056
48211,28.2,6.2,0.001,0.216,0.4303,0.8462,0.9586,0.5912,0.470648485,0.211,9.2,-100.2704733,35.83756992
48213,25.1,6.4,0.003,0.236,0.4303,0.3792,0.774,0.618,0.086841573,0.245,9.9,-95.85357792,32.21190009
48215,47.2,4.9,0.018,0.305,0.779,0.9777,0.9968,0.8284,0.121233117,0.137,8.5,-98.1810872,26.39672849
48217,26.1,6.2,0.002,0.219,0.7971,0.4712,0.8386,0.7676,0.034309,0.216,9.5,-97.1324267,31.99068573
48219,32.1,6,0.001,0.214,0.7347,0.6702,0.9064,0.8485,0.135238554,0.149,9.1,-102.3431972,33.60764269
48221,20.8,6.4,0.005,0.14,0.1124,0.0939,0.774,0.3929,0.085822222,0.163,9,-97.83226751,32.42992832
48223,25.1,6.3,0.003,0.172,0.3487,0.5412,0.8386,0.4483,0.238648718,0.128,9.7,-95.56395016,33.1495559
48225,28.5,6.1,0.001,0.413,0.0573,0.6832,0.7631,0.958,0.091049541,0.296,10.3,-95.42267715,31.31773256
48227,32.3,5.9,0.002,0.239,0.7092,0.8462,0.9599,0.9557,0.108997561,0.161,8.9,-101.4355055,32.3061695
48229,47.5,5.3,0,0.441,0.8541,0.4712,0.9997,0.794,0.125870022,0.424,9.3,-105.3864561,31.45614069
48231,24.3,6.3,0.005,0.214,0.5006,0.5234,0.774,0.9545,0.34855,0.138,9.6,-96.08545464,33.12359532
48233,25.7,6.3,0.002,0.184,0.5854,0.8077,0.7848,0.2022,0.454245977,0.324,9.4,-101.3546994,35.84002597
48235,23.7,6.1,0.001,0.212,0.6831,0.5938,0,0.0694,0.041643299,0.27,8.7,-100.9824193,31.30392502
48237,27.7,6.3,0.001,0.293,0.1484,0.3961,0.8774,0.7892,0.289449451,0.237,9.3,-98.17245858,33.2334606
48239,27.4,6.1,0.001,0.279,0.2611,0.0853,0.8819,0.6418,0.195860714,0.214,8.9,-96.57768091,28.95424423
48241,24.8,6.3,0.002,0.32,0.8729,0.6399,0.4642,0.6711,0.022448101,0.266,10,-94.02508504,30.74396061
48243,26.2,6,0,0.204,0.4691,0.0013,0.9026,0.1522,0.147569856,0.436,8.4,-104.1400198,30.71547782
48245,27.4,5.9,0.023,0.29,0.5344,0.9096,0.9,0.8762,0.087028409,0.131,9.5,-94.15343946,29.85372892
48247,45.3,5.1,0,0.47,0.9637,0.9812,0.9287,0.4919,0.041644762,0.322,8.4,-98.69730507,27.04339714
48249,41.1,5.3,0.002,0.405,0.449,0.9019,0.8774,0.6746,0.061637931,0.202,8.6,-98.08988624,27.73133803
48251,25.5,6.3,0.009,0.137,0.2924,0.6702,0.8494,0.5431,0.054760294,0.077,9.3,-97.3663298,32.3790131
48253,31.4,6,0.001,0.238,0.2334,0.3247,0.631,0.5712,0.264852525,0.237,8.9,-99.87874425,32.73990387
48255,35.9,5.7,0.004,0.386,0.2924,0.8185,0.9443,0.9392,0.2096625,0.285,8.5,-97.85940183,28.90573896
48257,24.5,6.2,0.007,0.168,0.6968,0.6972,0.8555,0.3715,0.155871831,0.083,9.2,-96.28779457,32.59931571
48259,20,6.3,0.002,0.091,0.2924,0.3961,0.774,0.2455,0.168896721,0.101,8.2,-98.71155521,29.94468887
48261,48.1,5.4,0,0.55,0,0.0735,0.9965,0.2162,0.049511446,0.31,10.3,-97.63646116,26.92802288
48263,23.5,6.3,0,0.248,0.2054,0,0.5113,0.2818,0.032765657,0.414,8.9,-100.7775694,33.18141523
48265,24.9,6.2,0.001,0.162,0.4691,0.653,0.7848,0.7319,0.007747321,0.149,9,-99.35015976,30.06148381
48267,26.9,6.2,0,0.251,0.1369,0.6832,0.8555,0.148,0.025006604,0.403,9.3,-99.74869558,30.48677873
48269,24.1,6.2,0,0.131,0.7971,0.2385,0.8593,0.0118,0.027877778,0.385,8.7,-100.2558501,33.61647578
48271,40.7,5.7,0,0.405,0.6968,0.0525,0.9742,0.6246,0.0259976,0.381,9,-100.4179466,29.35020758
48273,35.7,5.4,0.002,0.206,0.901,0.8975,0.8112,0.9879,0.029702564,0.176,8.4,-97.66838777,27.42671082
48275,29.4,6.1,0,0.272,0.5006,0.6234,0.9172,0.198,0.076176667,0.347,9.3,-99.74142705,33.60612914
48277,23.3,6.4,0.003,0.287,0.5172,0.8628,0.6087,0.6902,0.427404167,0.149,10.2,-95.57120071,33.66726205
48279,36.9,5.8,0.001,0.299,0.1124,0.9589,0.9548,0.5705,0.159548454,0.217,9.5,-102.3517105,34.06862309
48281,23,6.3,0.001,0.207,0.7583,0.6065,0.5492,0.4136,0.034863636,0.168,9.2,-98.24144464,31.196191
48283,44,5.2,0.001,0.386,0.2745,0.653,0.9717,0.8867,0.033795139,0.256,7.9,-99.09966269,28.3450693
48285,24.6,6.2,0.001,0.241,0.1611,0.653,0.7631,0.7424,0.1764,0.256,9.3,-96.9301525,29.38435445
48287,26.9,6.2,0.001,0.219,0.1035,0.8918,0.844,0.6488,0.094891803,0.21,9.4,-96.96570368,30.31067778
48289,25.9,6.3,0.002,0.236,0.7092,0.1812,0.873,0.2655,0.06516701,0.357,9.7,-95.99569065,31.29650681
48291,29.2,6.1,0.003,0.223,0.7232,0.5412,0.8895,0.9933,0.058274775,0.146,9.9,-94.81221037,30.15161195
48293,29.4,6.2,0.003,0.308,0.8949,0.653,0.9195,0.9099,0.045331818,0.232,10,-96.58052974,31.54546416
48295,28.2,6.2,0,0.164,0.6032,0.5053,0.8968,0.0965,0.428148485,0.176,9,-100.2731154,36.27771691
48297,31.8,5.9,0.002,0.383,0.0573,0.0735,0.9255,0.6784,0.059758416,0.408,8.9,-98.12478565,28.35137111
48299,21.8,6.4,0.001,0.202,0.7971,0.0398,0.774,0.3623,0.146343023,0.439,9.3,-98.68409735,30.70574003
48301,26.5,5.2,0.001,0.272,0,0,0.9542,0.5721,0.169431746,0.529,8.9,-103.5798991,31.8491922
48303,26.2,6,0.013,0.168,0.2745,0.8077,0.7491,0.8555,0.196052041,0.105,9,-101.8205458,33.61020612
48305,33.4,5.9,0,0.254,0.8611,0.6972,0.7848,0.4288,0.153045455,0.201,9.3,-101.8161238,33.17682444
48307,28.4,6.1,0,0.218,0.0777,0.8548,0.631,0.3072,0.117531,0.243,9.2,-99.34747838,31.19887114
48309,26,6.1,0.011,0.193,0.3299,0.8682,0.9026,0.8984,0.029817822,0.109,9.5,-97.2017865,31.55238015
48311,28.4,5.8,0.001,0.295,0.9955,0.7584,0.8555,0.3091,0.035139623,0.428,8,-98.56784112,28.35268796
48313,28.9,6.1,0.003,0.283,0.1369,0.6832,0.9026,0.9621,0.277825,0.2,9.3,-95.92841011,30.9655386
48315,25,6.2,0.001,0.379,0.9599,0.0232,0.7052,0.3515,0.225466667,0.294,10.5,-94.35722219,32.79798179
48317,30.7,5.9,0.001,0.276,0.086,0.7771,0.8386,0.2219,0.109880247,0.126,8.8,-101.9512168,32.30603013
48319,25.9,6.2,0,0.314,0.5344,0.2069,0.9026,0.0191,0.108641667,0.386,9,-99.22612742,30.7177158
48321,32.4,5.9,0.002,0.344,0.7347,0.4518,0.9443,0.7666,0.1539,0.294,9.3,-96.00398076,28.78565055
48323,47.3,5.1,0.004,0.406,0.965,0.9723,0.999,0.6157,0.037653788,0.111,8.8,-100.3145142,28.74259013
48325,30.9,5.8,0.001,0.235,0.1946,0.4712,0.7848,0.8004,0.290080488,0.163,8.3,-99.11013102,29.35569605
48327,29.1,6,0,0.364,0.1369,0.0853,0.9612,0.5174,0.052323333,0.462,8.7,-99.82063586,30.88978201
48329,26.9,5.9,0.008,0.133,0.1611,0.7771,0.9287,0.5559,0.035408889,0.07,8.4,-102.0316093,31.86915995
48331,28.6,6.1,0.001,0.313,0.2745,0.3961,0.7631,0.5829,0.046685859,0.18,9.5,-96.97681991,30.78633793
48333,25.8,6.3,0,0.268,0.0433,0.6065,0.8819,0.4164,0.061963014,0.397,9.6,-98.59546009,31.49519397
48335,32.2,5.9,0.001,0.276,0.5481,0.2069,0.873,0.6543,0.185609184,0.401,8.7,-100.9212287,32.30621175
48337,23.2,6.4,0.002,0.273,0.4876,0.3435,0.8274,0.3292,0.473803261,0.221,9.6,-97.72465312,33.67562655
48339,22.6,6.2,0.02,0.096,0.3299,0.5234,0.9026,0.5221,0.111018812,0.083,8.5,-95.50301371,30.30021284
48341,36.3,5.7,0.001,0.188,0.3981,0.2665,0.9889,0.4922,0.386407071,0.176,8.9,-101.8929228,35.83768725
48343,23.8,6.2,0.005,0.219,0.8675,0.2385,0.631,0.4015,0.287043478,0.165,10.1,-94.73265037,33.11348257
48345,24.3,6.3,0,0.264,0.8051,0.9433,0.3582,0.2073,0.160177778,0.408,9.3,-100.779829,34.07409478
48347,24.6,6.1,0.003,0.197,0.8675,0.7994,0.8819,0.999,0.133591579,0.156,9.9,-94.61587326,31.61598026
48349,28.4,6.2,0.003,0.228,0.8341,0.8752,0.9456,0.8822,0.033056311,0.162,9.9,-96.47248507,32.04692918
48351,25.3,6.3,0,0.307,0.8341,0.6065,0.227,0.3289,0.009115789,0.315,10.3,-93.74474101,30.78630919
48353,30.1,6,0.002,0.257,0.7583,0.2537,0.8555,0.8848,0.292183951,0.226,9.3,-100.4060525,32.30349026
48355,33.3,5.6,0.03,0.186,0.5669,0.8548,0.8192,0.8742,0.097326136,0.13,8.3,-97.51625385,27.73503476
48357,33.6,6,0,0.212,0.5006,0.1936,0.9822,0.391,0.419238384,0.159,8.9,-100.815654,36.27841371
48359,23.5,6.3,0,0.165,0.1946,0.0525,0.6087,0.5215,0.211284868,0.246,9.3,-102.6028706,35.40503462
48361,22.8,6.4,0.013,0.194,0.5006,0.7584,0.5113,0.6078,0.0886,0.135,9.6,-93.89389811,30.1213083
48363,26.2,6.2,0.002,0.237,0.7971,0.6234,0.8857,0.7491,0.157678505,0.333,9.6,-98.31302138,32.75318038
48365,23.7,6.3,0.005,0.274,0.3487,0.5597,0.6718,0.6125,0.3551775,0.208,10.1,-94.30563986,32.16235524
48367,20.1,6.4,0.006,0.122,0.4166,0.2305,0.717,0.3645,0.19186,0.106,8.9,-97.80509666,32.77764581
48369,38.1,5.7,0.001,0.309,0.0236,0.7679,0.9866,0.5062,0.259072222,0.125,8.8,-102.7845382,34.53011331
48371,38.6,5.4,0,0.325,0.1822,0.3961,0.9612,0.9691,0.064081156,0.197,8.3,-102.7235703,30.78106051
48373,27.3,6.2,0.002,0.26,0.7092,0.7198,0.8386,0.9319,0.108257292,0.291,9.6,-94.83002486,30.79271977
48375,32.4,5.9,0.009,0.251,0.2334,0.8628,0.9682,0.985,0.307754545,0.115,9.5,-101.8940049,35.40127582
48377,48.4,5.2,0,0.469,0.9369,0.5938,1,0.7026,0.125745504,0.35,9.7,-104.2405217,29.99980267
48379,23.5,6.3,0.001,0.231,0.4303,0.1936,0.4187,0.2964,0.205437931,0.193,9.6,-95.79337635,32.87033942
48381,20.5,6.4,0.004,0.106,0.1611,0.4518,0.6558,0.39,0.213215957,0.096,8.6,-101.8969445,34.965857
48383,37.2,5.5,0.001,0.265,0.3121,0.7679,0.9812,0.0659,0.032061157,0.131,8.3,-101.5230084,31.36619213
48385,28.5,6.2,0,0.352,0.0159,0.3123,0.7631,0.4387,-0.021378333,0.551,9.7,-99.82216692,29.83174294
48387,24.7,6.3,0,0.323,0.815,0.1251,0.0707,0.2983,0.383325714,0.27,10.4,-95.05036074,33.62068182
48389,40.5,5.2,0.001,0.347,0.7583,0.1573,0.9908,0.9112,0.155755642,0.197,8,-103.6931673,31.32318616
48391,33.6,5.8,0,0.294,0.9217,0.7994,0.7491,0.5508,0.145408108,0.308,9,-97.15952146,28.3215753
48393,20.3,6.4,0,0.157,0.0236,0.5938,0,0.0022,0.485927273,0.243,9.1,-100.8134441,35.83849167
48395,26.4,6.1,0.003,0.244,0.6545,0.4126,0.774,0.7141,0.098178824,0.274,9.7,-96.51278237,31.02706502
48397,18.7,6.4,0.035,0.066,0.2924,0.2385,0.774,0.1105,0.17654,0.042,8.4,-96.40778104,32.89775807
48399,29.6,6,0.001,0.288,0.0949,0.7316,0.6087,0.1089,0.064578182,0.286,9.2,-99.9762313,31.83109525
48401,26.5,6.2,0.004,0.312,0.6207,0.653,0.8685,0.7803,0.107896703,0.165,9.6,-94.76187914,32.1077245
48403,23.5,6.4,0.001,0.242,0.7583,0.1487,0.1477,0.2139,0.040602174,0.501,10.3,-93.85180241,31.34319986
48405,25.8,6.2,0.002,0.338,0.9175,0.2216,0.5492,0.7819,0.148522449,0.382,10.6,-94.16819324,31.39421935
48407,26.5,6.2,0.001,0.214,0.7481,0.0777,0.8112,0.269,0.148642,0.305,10,-95.1669012,30.57953358
48409,33.9,5.7,0.006,0.28,0.3838,0.9019,0.8968,0.625,0.214419697,0.169,8.8,-97.51827401,28.00878307
48411,31.3,6.2,0,0.257,0.1369,0.2537,0.9548,0.6721,0.041791667,0.337,9.3,-98.81757606,31.15519773
48413,31,5.8,0,0.283,0.9054,0.0102,0.9255,0.249,0.016821324,0.262,8.5,-100.538546,30.89745261
48415,31.3,6,0.001,0.263,0.2745,0.3247,0.8112,0.71,0.12053875,0.182,9,-100.9164071,32.74631493
48417,22.1,6.5,0,0.26,0.842,0.3792,0.7491,0.3559,0.165284444,0.298,9.6,-99.35406694,32.73597287
48419,29.3,6.2,0.002,0.316,0.7583,0.9548,0.9303,0.5294,0.354522222,0.235,10.5,-94.14501752,31.79240894
48421,30.3,6,0,0.235,0.0115,0.2385,0.9548,0.2108,0.417154545,0.274,8.8,-101.893467,36.27766686
48423,24,6.2,0.013,0.171,0.6207,0.49,0.915,0.7252,0.127586517,0.14,9.7,-95.26918268,32.37503543
48425,24.3,6.3,0.003,0.187,0.0433,0.9758,0.297,0.6371,0.012711111,0.152,9.4,-97.7743354,32.22228826
48427,52.4,5.1,0.002,0.376,0.9828,0.9863,0.9994,0.553,0.079678814,0.178,9.4,-98.73839959,26.56215304
48429,28.7,6.3,0.001,0.25,0.7092,0.7112,0.7326,0.6285,0.104183333,0.34,9.6,-98.83617316,32.73586502
48431,29.1,5.9,0,0.192,0.0306,0.9994,0.227,0.3578,0.071186316,0.235,8.7,-101.050008,31.8278792
48433,25.9,6.2,0,0.249,0.0646,0.0366,0.1477,0.3629,0.062368889,0.38,9.2,-100.2533055,33.17912439
48435,33.4,5.6,0.001,0.383,0.5172,0.9357,0.9366,0.3117,0.008913971,0.271,8,-100.5381875,30.49829303
48437,35.4,5.9,0,0.199,0.6697,0.8918,0.9,0.7211,0.206611111,0.209,9.5,-101.7350268,34.53038499
48439,25,6.1,0.104,0.121,0.4166,0.8752,0.9405,0.4464,0.163964444,0.077,9.2,-97.29123924,32.77155597
48441,24.4,6.2,0.009,0.227,0.2924,0.7994,0.7848,0.7399,0.33106875,0.136,9.1,-99.89012209,32.30147201
48443,33.6,5.7,0,0.474,0.9217,0.0478,0.9026,0.0229,0.099711013,0.494,8.9,-102.0764865,30.22496157
48445,38.2,5.8,0.001,0.268,0.9411,0.8383,0.9548,0.95,0.153923333,0.169,9.3,-102.3351966,33.17381266
48447,23.1,6.4,0,0.248,0.4876,0.2961,0.227,0.0337,0.090855556,0.341,9.3,-99.21236985,33.17748994
48449,33,6,0.005,0.297,0.6032,0.8383,0.9682,0.596,0.337153191,0.129,9.6,-94.96567223,33.21660304
48451,27,6,0.005,0.203,0.2455,0.5775,0.7966,0.8851,0.121004795,0.106,8.7,-100.4620728,31.40439932
48453,21.3,5.9,0.047,0.099,0.2455,0.3961,0.9456,0.7386,0.151617347,0.084,8.2,-97.78194896,30.33469428
48455,25.1,6.3,0.001,0.323,0.8611,0.2069,0.7631,0.5027,0.041132394,0.339,10.2,-95.13551055,31.0888152
48457,25.4,6.3,0.001,0.273,0.9309,0.1573,0.6558,0.9675,0.021906,0.349,9.5,-94.37659393,30.77123215
48459,22.4,6.4,0.002,0.194,0.779,0.1487,0.6087,0.4021,0.163468966,0.174,9.7,-94.94148453,32.73627654
48461,34.5,5.7,0.001,0.435,0.0395,0.6832,0.9647,0.411,0.054228182,0.205,8.9,-102.0430349,31.36873023
48463,38.8,5.6,0.001,0.32,0.5172,0.8682,0.9647,0.8364,0.10030625,0.218,8.8,-99.76220528,29.35733618
48465,41,5.3,0.001,0.278,0.5344,0.8185,0.9882,0.9373,0.026810443,0.191,8.6,-101.1517152,29.89296014
48467,23.4,6.4,0.002,0.257,0.4303,0.2385,0.6718,0.3391,0.15743956,0.156,9.6,-95.83651612,32.5637167
48469,30.1,5.9,0.006,0.249,0.5006,0.6832,0.8555,0.7466,0.183325301,0.116,8.8,-96.97152528,28.79635149
48471,26.1,6.1,0.003,0.194,0.1717,0.2792,0.844,0.9895,0.05814026,0.16,9.4,-95.57228393,30.73904486
48473,28.1,6,0.006,0.277,0.6032,0.5597,0.9456,0.9265,0.076190196,0.116,9.5,-95.98765333,30.0108051
48475,33.9,5.7,0.001,0.266,0.6376,0.1162,0.9124,0.6116,0.141742353,0.173,8.9,-103.1024252,31.50946555
48477,23.7,6.2,0.002,0.249,0.5854,0.2305,0.8325,0.8892,0.129655932,0.226,9.4,-96.40344376,30.21453043
48479,46,5.1,0.005,0.334,0.449,0.9844,0.9978,0.8497,0.053435077,0.097,8.6,-99.3315653,27.76106243
